project_id,Project Name,Voluntary Registry,Voluntary Status,Scope,Type,Reduction / Removal,Methodology / Protocol,Region,Documents,Country,State,Project Site Location,Project Developer,Total Credits Issued,Total Credits Retired,Total Credits Remaining,CCB / Certifications,Project Owner,Offset Project Operator,Authorized Project Designee,Verifier,Registry / ARB,Project Listed,Project Registered,Project Type,Registry Documents,Project Website,Project Images,10% of Total Credits Issued
GS3114,"Nepal Biogas Support Program - CPA 3: 19,959 digesters",GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,South Asia,,Nepal,,,Alternative Energy Promotion Centre,380223,0,380223,,Alternative Energy Promotion Centre,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1543,https://registry.goldstandard.org/projects/details/1489,https://www.gprba.org/sites/default/files/styles/related_activities_356_203_/public/2023-08/Nepal-Biogas_web.jpg?itok=DTMW3KdZ,38022.3
GS3116,"Nepal Biogas Support Program - CPA 4: 19,970 digesters",GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,South Asia,,Nepal,,,Alternative Energy Promotion Centre,385385,0,385385,,Alternative Energy Promotion Centre,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1544,https://registry.goldstandard.org/projects/details/1490,https://a.storyblok.com/f/191310/d9b00fb900/biogas_plant_in_chapagaun.jpeg,38538.5
GS3253,Soma III Wind Farm,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,Soma Enerji Elektrik Uretim AS,1254749,"688,536",566213,,Soma Enerji Elektrik Uretim AS,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/562,https://registry.goldstandard.org/projects/details/547,https://www.researchgate.net/publication/354969110/figure/fig4/AS:1075305078857729@1633384117852/4-Soma-wind-farm-Manisa-Turkey.jpg,125474.90000000001
GS3260,Afforestation on the Big Island of Hawaii: Restoring native hardwood forests and enhancing multiple ecosystem services,GOLD,Gold Standard Certified Project,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,North America,,United States,,,HLH,7798,800,6998,,HLH,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-luf-project/2807,https://registry.goldstandard.org/projects/details/1333,https://wpcdn.us-east-1.vip.tn-cloud.net/www.hawaiibusiness.com/content/uploads/2023/01/t/t/02-23-heroes-1800x1200-fob-terraformation.jpg,779.8000000000001
GS3305,Solar for Forest,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,AMS-I.D. Grid connected renewable electricity generation,Middle East,,Turkey,,,GTE KARBON SUSTAINABLE ENERJI EGITIM DANISMANLIK VE TICARET A.S.,1938,"1,197",741,,EGE ORMAN VAKFI AGAÃ‡LANDIRMA VE AGAÃ‡ ÃœRÃœNLERI IKTISADI ISLETMESI,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/1439,https://registry.goldstandard.org/projects/details/1180,https://cff2.earth.com/uploads/2023/12/15204327/trees_forest_solar-panels_1medium.jpg,193.8
GS3326,Native Energy Hydraid BioSand Water Filter Programme Central America: VPA (02) Honduras,GOLD,Gold Standard Certified Project,Household & Community,Clean Water,Reduction,GS TPDDTEC v 1.,Central America,,Honduras,,,"NATIVE, A PUBLIC BENEFIT CORPORATION",57390,"36,092",21298,,NativeEnergy Inc.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/571,https://registry.goldstandard.org/projects/details/1587,https://wishingwellintl.org/wp-content/uploads/2015/07/HYDRAID03.jpg,5739.0
GS3343,"Afforestation on Degraded Lands in Mountainous Areas of Northern Guangdong, China",GOLD,Gold Standard Certified Project,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,East Asia,,China,,,FDF,90614,0,90614,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-luf-project/2800,https://registry.goldstandard.org/projects/details/1799,https://lh3.googleusercontent.com/proxy/yyYvFPKnWNxiIRlkg5u-qE78yGIzULBW4ETLZDy9tWgl0jcsqkJA-IYRZw7e1DDa74g1cjOYkipT4o8ZWb4qO5VNM4qMYcCwQmDxfCl5ZSlYgnGWZA-ZWTiVLGnO4RCVW4un9onjYg,9061.4
GS3365,"The Breathing Space Improved Cooking Stoves Programme, India - VPA No. 07 Envirofit",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,Not provided,South Asia,,India,,,"Envirofit International, Ltd.",146275,"120,596",25679,,Envirofit International Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/582,https://registry.goldstandard.org/projects/details/562,https://i.ytimg.com/vi/rTpQ0CK7wVM/maxresdefault.jpg,14627.5
GS3366,"The Breathing Space Improved Cooking Stoves Programme, India - VPA No. 08 Envirofit",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,Not provided,South Asia,,India,,,"Envirofit International, Ltd.",143986,"92,760",51226,,Envirofit International Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/583,https://registry.goldstandard.org/projects/details/563,https://i.ytimg.com/vi/rTpQ0CK7wVM/maxresdefault.jpg,14398.6
GS3367,"The Breathing Space Improved Cooking Stoves Programme, India - VPA No. 09 Envirofit",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,Not provided,South Asia,,India,,,"Envirofit International, Ltd.",158152,"95,322",62830,,Envirofit International Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/584,https://registry.goldstandard.org/projects/details/564,https://5.imimg.com/data5/UU/RM/TL/GLADMIN-45090705/selection-190-500x500.png,15815.2
GS337,"Kuyasa low-cost urban housing energy upgrade project, Khayelitsha (Cape Town; South Africa)",GOLD,Gold Standard Certified Project,Household & Community,Bundled Energy Efficiency,Reduction,,Sub Saharan Africa,,South Africa,,,atmosfair gGmbH,9341,0,9341,,atmosfair gGmbH,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/586,https://registry.goldstandard.org/projects/details/1667,https://www.crediblecarbon.com/wp-content/uploads/2016/08/kuyasa-3.jpg,934.1
GS3372,Nam Nga 2 Hydropower Project,GOLD,Gold Standard Certified Design,Renewable Energy,Hydropower,Reduction,AMS-I.D. Grid connected renewable electricity generation,South East Asia,,Laos,,,Swiss Carbon Assets Ltd.,53837,0,53837,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/589,https://registry.goldstandard.org/projects/details/568,https://hobomaps.com/NamNga2dam.jpg,5383.700000000001
GS3379,Svilosa Biomass Project,GOLD,Gold Standard Certified Project,Renewable Energy,Biomass,Reduction,AMS-I.C. Thermal energy production with or without electricity,Europe,,Bulgaria,,,Svilocell EAD,531363,"293,083",238280,,Svilocell EAD,,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/595,https://registry.goldstandard.org/projects/details/574,https://www.goclimate.com/blog/wp-content/uploads/2019/11/Bio-fuel-3_2019.jpg,53136.3
GS3381,Reforestation Sierra Piura,GOLD,Gold Standard Certified Project,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,South America,,Peru,,,COOP NORANDINO,1021,500,521,,COOP NORANDINO,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-luf-project/2805,https://registry.goldstandard.org/projects/details/1800,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS507QwgjfrIP0R9zcGbw6K5uKB9Ww3mFUoceFIWyLvio8q0EVE0buPOuHkAixybiiglfk&usqp=CAU,102.10000000000001
GS3404,Biodigestor Program in the State of Kerala by INSEDA and SDA,GOLD,Gold Standard Certified Project,Household & Community,Biodigesters,Reduction,AMS-I.E. Switch from Non-Renewable Biomass for Thermal Applications by the User,South Asia,,India,,,First Climate Markets AG,112334,"85,200",27134,,First Climate Markets AG,,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/597,https://registry.goldstandard.org/projects/details/575,https://5.imimg.com/data5/ANDROID/Default/2022/6/WP/SL/HP/33967115/prod-20220629-1223106825486555213672218-jpg-500x500.jpg,11233.400000000001
GS3405,Los Santos Wind Power Project,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,AMS-I.D. Grid connected renewable electricity generation,Central America,,Costa Rica,,,Carbonbay GmbH & Co. KG,33380,0,33380,,Carbonbay GmbH & Co. KG,,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/598,https://registry.goldstandard.org/projects/details/1616,https://www.carbonbay.com/assets/images/c/Turbines%20landscape%20front-min-513777bc.jpg,3338.0
GS3407,Solar Water Heater Program in India - CPA-1,GOLD,Gold Standard Certified Project,Renewable Energy,Solar Water Heaters,Reduction,AMS-I.C. Thermal energy production with or without electricity,South Asia,,India,,,Nuetech Solar Systems Private Limited,122692,0,122692,,Nuetech Solar Systems Private Limited,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/599,https://registry.goldstandard.org/projects/details/576,https://www.climateimpact.com/media/filer_public/e7/35/e735315e-c6eb-4c53-8a73-51e21db4bcb9/india-solar-water-heaters_roof-2_reduced.jpg,12269.2
GS3409,Saritepe Wind Power Plant,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,Life Iklim ve Enerji Ltd. Sti.,128325,"58,059",70266,,ZORLU ENERJİ ELEKTRİK ÜRETİM A.S.,,,,GOLD,,,Other,https://platform.sustain-cert.com/public-project/601,https://registry.goldstandard.org/projects/details/583,https://akfenren.com.tr/content/images/thumbs/0000267_res.jpeg,12832.5
GS3410,Demirciler Wind Power Plant,GOLD,Gold Standard Certified Project,Renewable Energy,Wind,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,Middle East,,Turkey,,,Life Iklim ve Enerji Ltd. Sti.,100697,"1,422",99275,,ZORLU ENERJİ ELEKTRİK ÜRETİM A.S.,,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-project/602,https://registry.goldstandard.org/projects/details/582,https://www.zorluenerji.com.tr/uploads/img/project/gokcedag-relokasyon-ruzgar-enerji-santrali.jpg,10069.7
GS3421,ACP Sustainable Forest Cover Establishment Project,GOLD,Gold Standard Certified Project,Forestry & Land Use,Afforestation/Reforestation,Impermanent Removal,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,Central America,,Panama,,,Autoridad del Canal de Panama (ACP),132246,"14,160",118086,,Autoridad del Canal de Panama (ACP),,,,GOLD,,,Wind,https://platform.sustain-cert.com/public-luf-project/2810,https://registry.goldstandard.org/projects/details/1337,https://www.forestlandscaperestoration.org/site/assets/files/1566/6-guiding-principles-for-successful-restoration-of-tropical-forest-landscapes.png,13224.6
GS3429,Solar Thermal Power Plant by Godawari Green Energy Limited,GOLD,Gold Standard Certified Project,Renewable Energy,Solar - Centralized,Reduction,ACM0002 Grid-connected electricity generation from renewable sources,South Asia,,India,,,Godawari Green Energy Limited,610967,"76,935",534032,,Godawari Green Energy Limited,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/608,https://registry.goldstandard.org/projects/details/584,https://www.goclimate.com/blog/wp-content/uploads/2018/10/Thermal-Collectors-1024x576.jpg,61096.700000000004
GS343,*4.5 MW Biomass (low density Crop Residues) based Power Generation unit of Malavalli Power Plant Pvt Ltd. (300011),GOLD,Gold Standard Certified Project,Renewable Energy,Biomass,Reduction,AMS-I.D. Grid connected renewable electricity generation,South Asia,,India,,,South Pole Carbon Asset Management Ltd.,91773,0,91773,,South Pole Carbon Asset Management Ltd.,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/609,https://registry.goldstandard.org/projects/details/592,https://5.imimg.com/data5/MG/FB/MY-28978888/3-x-2-mw-biomass-power-plant-for-sale-500x500.jpg,9177.300000000001
GS3430,"GS1247 VPA 19 Improved Kitchen Regimes: Gatsibo District Borehole Project, Rwanda",GOLD,Gold Standard Certified Project,Household & Community,Community Boreholes,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Rwanda,,,CO2balance UK ltd,46730,"34,655",12075,,CO2balance UK ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/610,https://registry.goldstandard.org/projects/details/1501,https://co2balance.files.wordpress.com/2014/11/photo-nov-04-07-22-50.jpg,4673.0
GS3432,"GS1247 VPA 21 Improved Kitchen Regimes: Gatsibo District Borehole Project, Rwanda",GOLD,Gold Standard Certified Project,Household & Community,Community Boreholes,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Rwanda,,,Deactivated Projects,44389,"39,246",5143,,CO2balance UK ltd,,,,GOLD,,,Biogas - Heat,https://platform.sustain-cert.com/public-project/612,https://registry.goldstandard.org/projects/details/1502,https://co2balance.files.wordpress.com/2014/11/photo-nov-04-07-23-35.jpg,4438.900000000001
GS3433,"GS1247 VPA 22 Improved Kitchen Regimes: Gatsibo District Borehole Project, Rwanda",GOLD,Gold Standard Certified Project,Household & Community,Community Boreholes,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Rwanda,,,Deactivated Projects,43519,"28,126",15393,,CO2balance UK ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/613,https://registry.goldstandard.org/projects/details/600,https://co2balance.files.wordpress.com/2014/11/photo-nov-04-07-23-35.jpg,4351.900000000001
GS3434,GS3434 UberlÃ¢ndia landfills I and II,GOLD,Gold Standard Certified Project,Waste Management,Landfill Methane,Reduction,ACM0001 Flaring or use of landfill gas,South America,,Brazil,,,Energas Geracao de Energia Ltda,640208,"281,166",359042,,,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/614,https://registry.goldstandard.org/projects/details/585,https://www.goclimate.com/blog/wp-content/uploads/2020/07/Uberlandia-03.jpg,64020.8
GS344,*EECOPALSA biogas capture & utilization,GOLD,Gold Standard Certified Project,Agriculture,Manure Methane Digester,Reduction,AMS-I.D. Grid connected renewable electricity generation,Central America,,Honduras,,,EECOPALSA,65894,0,65894,,EECOPALSA,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/616,https://registry.goldstandard.org/projects/details/457,https://offset.climateneutralnow.org/images/thumbs/0000432_energeticos-jaremar-biogas-recovery-from-palm-oil-mill-effluent-pome-ponds-and-heat-electricity-gene.jpeg,6589.400000000001
GS3444,"GS1247 VPA 12 Improved Kitchen Regimes: Shyara (Bugesera), Rwanda",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Rwanda,,,CO2balance UK ltd,50431,"45,173",5258,,CO2balance UK ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/618,https://registry.goldstandard.org/projects/details/588,https://co2balance.files.wordpress.com/2014/03/dsc01315.jpg,5043.1
GS3446,"GS1247 VPA 13 Improved Kitchen Regimes MUSENYI (Bugesera), Rwanda",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Rwanda,,,CO2balance UK ltd,49414,"44,140",5274,,CO2balance UK ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/620,https://registry.goldstandard.org/projects/details/589,https://co2balance.files.wordpress.com/2014/03/dsc01315.jpg,4941.400000000001
GS3447,"GS1247 VPA 14 Improved Kitchen Regimes NTARAMA (Bugesera), Rwanda",GOLD,Gold Standard Certified Project,Household & Community,Cookstoves,Reduction,GS TPDDTEC v 1.,Sub Saharan Africa,,Rwanda,,,CO2balance UK ltd,49738,"40,597",9141,,CO2balance UK ltd,,,,GOLD,,,Energy Efficiency - Domestic,https://platform.sustain-cert.com/public-project/621,https://registry.goldstandard.org/projects/details/590,https://co2balance.files.wordpress.com/2014/03/dsc01315.jpg,4973.8
